price,bd&ba,sqft,address
"299,000","2bd,2ba","1,013","4101 35th Ave,, ,Sacramento, CA 95824"
"79,900","2bd,2ba","1,440","4206 Bouquet Way #37,, ,Sacramento, CA 95834"
"969,000",4bd,"2,678","709 19th St,, ,Sacramento, CA 95811"
"490,000","3bd,2ba","1,621","8551 Morning Skye Way,, ,Antelope, CA 95843"
"1,604,990","4bd,4ba","2,716","2366 5th Ave,, ,Sacramento, CA 95818"
"476,000","3bd,2ba","1,200 (on 0.25 acres)","9424 Torchy Ct,, ,Sacramento, CA 95826"
"339,000","3bd,1ba",901,"7245 Hutchins Way,, ,North Highlands, CA 95660"
"349,900","4bd,1ba","1,175 (on 0.25 acres)","2720 Albatross Way,, ,Sacramento, CA 95815"
"399,000","4bd,1ba","1,287","903 Watt Ave,, ,Sacramento, CA 95864"
"2,600,000","4bd,5ba","4,464 (on 0.75 acres)","3636 Fair Oaks Blvd,, ,Sacramento, CA 95864"
"950,000",6bd,"3,473","7976 Quaker Ridge Way,, ,Sacramento, CA 95829"
"359,900","3bd,1ba","1,092","8005 34th Ave,, ,Sacramento, CA 95824"
"399,000","2bd,1ba","1,018","3826 30th St,, ,Sacramento, CA 95820"
"209,000","1bd,1ba",733,"510 Woodside Oaks #5,, ,Sacramento, CA 95825"
"135,000","2bd,2ba","1,576","206 Cooper Ave,, ,Sacramento, CA 95823"
"69,000","2bd,2ba","1,152","4208 Atrium Way #52,, ,Sacramento, CA 95834"
"490,000","6bd,2ba","1,975","7308 Berna Way,, ,Sacramento, CA 95823"
"999,999","3bd,3ba","3,039 (on 1.75 acres)","6030 Eagles Nest Rd,, ,Sacramento, CA 95830"
"674,900","4bd,2ba","1,742","1608 V St,, ,Sacramento, CA 95818"
"540,000","2bd,2ba","1,738","2742 San Marin Ln,, ,Sacramento, CA 95835"
"1,299,995","7bd,4ba","3,174","515 18th St,, ,Sacramento, CA 95811"
"399,900","4bd,2ba","1,336","3368 Gould Way,, ,Sacramento, CA 95827"
"500,990+","5bd,3ba","2,161","Moraga,, ,Antelope, CA 95843"
"1,250,000",,1 (on 3.25 acres),"6140 Lemon Hill Ave,, ,Sacramento, CA 95824"
"479,900","5bd,3ba","1,612","4337 76th St,, ,Sacramento, CA 95820"
"1,250,000","4bd,4ba","3,284","1300 T St,, ,Sacramento, CA 95811"
"665,000","3bd,3ba","2,464","2614 Mabry Dr,, ,Sacramento, CA 95835"
"349,000","2bd,1ba",983,"6025 Vista Ave,, ,Sacramento, CA 95824"
"599,000","2bd,1ba","1,074","2457 Donner Way,, ,Sacramento, CA 95818"
"749,950","5bd,3ba","2,954","2969 Myotis Dr,, ,Sacramento, CA 95834"
"879,900","5bd,4ba","3,427","9468 Vintage Port Way,, ,Sacramento, CA 95829"
"659,888","5bd,3ba","2,567","4100 Windsong St,, ,Sacramento, CA 95834"
"499,000","2bd,2ba","1,051","444 T St,, ,Sacramento, CA 95811"
"399,900","2bd,1ba",845,"4046 58th St,, ,Sacramento, CA 95820"
"1,499,000","5bd,4ba","3,991 (on 0.25 acres)","720 Cortlandt Dr,, ,Sacramento, CA 95864"
"368,000","3bd,2ba","1,336","4515 Silverton Way,, ,Sacramento, CA 95838"
"581,950+","3bd,3ba","2,060","Woodberry at Bradshaw Crossing,, ,Sacramento, CA 95829"
"578,990+","3bd,3ba","2,206","Heritage Vineyard Creek,, ,Sacramento, CA 95829"
"395,000","3bd,1ba","1,134","5601 Milner Way,, ,Sacramento, CA 95822"
"455,990+","3bd,3ba","1,547","Moraga,, ,Antelope, CA 95843"
"480,990+","4bd,3ba","1,969","Moraga,, ,Antelope, CA 95843"
"470,990+","4bd,3ba","1,811","Moraga,, ,Antelope, CA 95843"
"460,990+","4bd,3ba","1,678","Moraga,, ,Antelope, CA 95843"
"649,900","5bd,3ba","1,949","2618 X St,, ,Sacramento, CA 95818"
"299,000","3bd,2ba","1,012","2010 Monarch Ave,, ,Sacramento, CA 95832"
"425,000","4bd,2ba","1,097","1901 Middleberry Rd,, ,Sacramento, CA 95815"
"280,000","3bd,1ba",953,"2584 Norwood Ave,, ,Sacramento, CA 95815"
"372,500","3bd,1ba","1,040","7516 25th Ave,, ,Sacramento, CA 95820"
"127,000","2bd,2ba",729,"6025 Dias Ave #58,, ,Sacramento, CA 95824"
"450,000","3bd,2ba","1,150","2760 Point Reyes Way,, ,Sacramento, CA 95826"
"779,000","3bd,2ba","1,794","3812 El Ricon Way,, ,Sacramento, CA 95864"
"1,125,000","3bd,3ba","2,389","5196 Sutter Park Way,, ,Sacramento, CA 95819"
"493,880","4bd,3ba","1,546","6739 Jujube Ln,, ,Sacramento, CA 95828"
"420,000","3bd,2ba","1,055","9213 La Riviera Dr,, ,Sacramento, CA 95826"
"2,299,999","8bd,8ba","5,230","2518 N St,, ,Sacramento, CA 95816"
"385,000","3bd,2ba","1,120","4944 H Pkwy,, ,Sacramento, CA 95823"
"535,000","5bd,3ba","2,465","4428 Blackjack Way,, ,Sacramento, CA 95842"
"100,000",,1625 Los Robles Blvd,"1625 Los Robles Blvd,, ,Sacramento, CA 95838"
"979,000","3bd,3ba","2,304","609 San Miguel Way,, ,Sacramento, CA 95819"
"649,950","3bd,2ba","1,911","5773 Spenlow Way,, ,Sacramento, CA 95835"
"885,000","2bd,2ba","1,726","4100 Folsom Blvd #9C,, ,Sacramento, CA 95819"
"54,900","2bd,2ba","1,440","4209 Bouquet Way #31,, ,Sacramento, CA 95834"
"750,000","5bd,4ba","3,493","3801 Bilsted Way,, ,Sacramento, CA 95834"
"289,000","2bd,1ba",877,"104 Nimitz St,, ,Sacramento, CA 95838"
"599,999","4bd,3ba","2,143","943 Sunwood Way,, ,Sacramento, CA 95831"
"725,000","4bd,3ba","1,024","2417 17th St,, ,Sacramento, CA 95818"
"364,000","2bd,1ba",996,"3101 36th Ave,, ,Sacramento, CA 95824"
"995,000","3bd,2ba","1,237 (on 10 acres)","7909 Carmencita Ave,, ,Sacramento, CA 95829"
"419,000","3bd,2ba","1,542","5641 Woodforest Dr,, ,Sacramento, CA 95842"
"439,000","4bd,2ba","1,785","8387 La Riviera Dr,, ,Sacramento, CA 95826"
"424,999","3bd,2ba","1,279","4633 Meadors Ct,, ,Antelope, CA 95843"
"749,900","4bd,3ba","3,124","1654 Danbrook Dr,, ,Sacramento, CA 95835"
"465,000","2bd,1ba","1,004","5832 2nd Ave,, ,Sacramento, CA 95817"
"866,000","5bd,3ba","2,922","8010 Prairie Hawk Way,, ,Sacramento, CA 95829"
"425,000","3bd,3ba","1,206","40 Morrison Ave,, ,Sacramento, CA 95838"
"1,750,000",Studio,"6,000","1421 G St,, ,Sacramento, CA 95814"
"479,000","4bd,2ba","1,631","8969 La Riviera Dr,, ,Sacramento, CA 95826"
"1,484,990","4bd,3ba","2,484","2374 5th Ave,, ,Sacramento, CA 95818"
"624,900","3bd,2ba","1,622","76 Sunlit Cir,, ,Sacramento, CA 95831"
"298,000","2bd,2ba",766,"2440 Beaumont St,, ,Sacramento, CA 95815"
"669,900","4bd,3ba","2,500","2558 Amelia Earhart Ave,, ,Sacramento, CA 95834"
"539,000","3bd,3ba","1,836","2768 Toronja Way,, ,Sacramento, CA 95833"
"410,000","3bd,2ba","1,192","26 Bishopgate Ct,, ,Sacramento, CA 95823"
"539,000","2bd,2ba","1,335","2025 S St #203,, ,Sacramento, CA 95811"
"497,500","4bd,2ba","1,643","2205 Eastern Ave,, ,Sacramento, CA 95864"
"412,000","4bd,3ba","1,537","5983 York Glen Way,, ,Sacramento, CA 95842"
"490,000","4bd,2ba","2,078","8076 Maybelline Way,, ,Sacramento, CA 95823"
"496,880","4bd,3ba","1,546","6733 Jujube Ln,, ,Sacramento, CA 95828"
"498,880","4bd,3ba","1,546","6413 Osmanthus Pl,, ,Sacramento, CA 95828"
"1,850,000","5bd,6ba","5,039 (on 0.75 acres)","4001 Fair Oaks Blvd,, ,Sacramento, CA 95864"
"389,900","4bd,2ba","1,168","129 Huber Ct,, ,Sacramento, CA 95838"
"349,000","3bd,1ba","1,097","4113 20th Ave,, ,Sacramento, CA 95820"
"249,000",1bd,721,"3235 Franklin Blvd,, ,Sacramento, CA 95818"
"1,640,000",2bd,"4,421 (on 0.75 acres)","1655 Los Robles Blvd,, ,Sacramento, CA 95838"
"419,000","4bd,2ba","1,505","7630 Nixos Way,, ,Sacramento, CA 95823"
"399,000","2bd,1ba","1,206","2730 Lafayette Dr,, ,Sacramento, CA 95821"
"300,000",,2009 Chinatown Aly,"2009 Chinatown Aly,, ,Sacramento, CA 95814"
"407,000","3bd,2ba","1,428","5020 Ginghamton Way,, ,Sacramento, CA 95838"
"499,999","2bd,2ba",910,"2220 9th St,, ,Sacramento, CA 95818"
"190,000","1bd,1ba",484,"923 Fulton Ave #448,, ,Sacramento, CA 95825"
"285,000","2bd,1ba","1,000","2464 Larkspur Ln #347,, ,Sacramento, CA 95825"
"649,900","4bd,3ba","2,280","8264 Glendon Way,, ,Sacramento, CA 95829"
"595,888","4bd,2ba","1,722","33 Sunlit Cir,, ,Sacramento, CA 95831"
"409,000+","3bd,3ba","1,354","NUVO Artisan Square,, ,Sacramento, CA 95835"
"499,900","3bd,2ba","1,697","8111 Kingsbridge Dr,, ,Sacramento, CA 95829"
"495,000","4bd,2ba","1,480","3867 7th Ave,, ,Sacramento, CA 95817"
"649,000","3bd,3ba","1,941","26 Ararat Ct,, ,Sacramento, CA 95831"
"419,000","3bd,2ba","1,177","6610 Manassero Way,, ,Sacramento, CA 95820"
"435,000","5bd,3ba","1,344","5200 Mendocino Blvd,, ,Sacramento, CA 95820"
"430,000","3bd,2ba","1,145","3540 Eisenhower Dr,, ,Sacramento, CA 95826"
"329,000","3bd,2ba","1,368","3620 Milton Way,, ,North Highlands, CA 95660"
"470,000","3bd,2ba","1,277","8041 Ventnor Ct,, ,Sacramento, CA 95829"
"1,580,000","3bd,3ba","1,300 (on 4.25 acres)","Address Not Disclosed,, ,Antelope, CA 95843"
"375,000","3bd,2ba","1,313","1947 South Ave,, ,Sacramento, CA 95838"
"250,000",,Branch St,"Branch St,, ,Sacramento, CA 95815"
"399,900","4bd,3ba","2,270 (on 0.50 acres)","5410 Tyler St,, ,Sacramento, CA 95842"
"585,000","2bd,2ba","1,320","2217 13th St,, ,Sacramento, CA 95818"
"1,360,015","2bd,3ba","2,129","2382 5th Ave,, ,Sacramento, CA 95818"
"367,500","2bd,3ba","1,268","3148 Swallows Nest Dr,, ,Sacramento, CA 95833"
"220,000","1bd,1ba",670,"2390 Alta Garden Ln #B,, ,Sacramento, CA 95825"
"512,000","2bd,2ba","1,070","2543 Freeport Blvd,, ,Sacramento, CA 95818"
"649,500","2bd,2ba","1,815","5957 Country Manor Pl,, ,Sacramento, CA 95835"
"399,000","3bd,2ba","1,232","5321 70th St,, ,Sacramento, CA 95820"
"308,000","3bd,2ba","1,613","7713 Jarvis Ln,, ,Sacramento, CA 95823"
"449,999",2bd,"1,835","6617 Gold Run Ave,, ,Sacramento, CA 95842"
"429,000","2bd,1ba","1,087","5041 12th Ave,, ,Sacramento, CA 95820"
"374,999","3bd,2ba","1,156","3809 Milton Way,, ,North Highlands, CA 95660"
"335,000","3bd,1ba","1,157","2060 Janice Ave,, ,Sacramento, CA 95821"
"105,000","2bd,2ba","1,416","3107 Federalist Ln,, ,Sacramento, CA 95827"
"340,000","2bd,1ba",833,"4229 Barbara St,, ,Sacramento, CA 95838"
"370,000","5bd,3ba","1,735","6925 Barnum Ct,, ,Sacramento, CA 95828"
"364,950","3bd,2ba","1,029","6054 Pomegranate Ave,, ,Sacramento, CA 95823"
"139,000",,Jonko Ave,"Jonko Ave,, ,North Highlands, CA 95660"
"229,000",,3021 8th Ave,"3021 8th Ave,, ,Sacramento, CA 95817"
"494,200","3bd,3ba","1,512","8581 Sunnybrae Dr,, ,Sacramento, CA 95823"
"450,000","4bd,2ba","1,444","4732 Heatherbrae Cir,, ,Sacramento, CA 95842"
"409,000","2bd,2ba","1,180","818 Portugal Way,, ,Sacramento, CA 95831"
"575,000","3bd,2ba","2,222","2720 Greymere Way,, ,Sacramento, CA 95833"
"980,000","3bd,4ba","2,363","3152 McKinley Village Way,, ,Sacramento, CA 95816"
"490,000","3bd,2ba","1,744","5221 Elbert Way,, ,Sacramento, CA 95842"
"389,900","3bd,2ba","1,347","4757 River College Dr,, ,Sacramento, CA 95841"
"124,900","3bd,2ba","1,104","4947 Crucible Ln #121,, ,North Highlands, CA 95660"
"465,000","3bd,3ba","1,336","3499 Del Sol Way,, ,Sacramento, CA 95834"
"170,000",,6236 25th St,"6236 25th St,, ,Sacramento, CA 95822"
"170,000",,6240 25th St,"6240 25th St,, ,Sacramento, CA 95822"
"349,000","2bd,1ba",746,"3825 13th Ave,, ,Sacramento, CA 95820"
"539,000","3bd,3ba","1,956","8157 Glen Cove Way,, ,Sacramento, CA 95828"
"415,000","3bd,2ba","1,159","4636 Satinwood Way,, ,Sacramento, CA 95842"
"449,900","3bd,2ba","1,288","2825 Erin Dr,, ,Sacramento, CA 95833"
"509,900","3bd,3ba","1,685","5473 Nickman Way,, ,Sacramento, CA 95835"
"377,000","3bd,2ba","1,152","2272 Pierre Ave,, ,Sacramento, CA 95832"
"425,000","3bd,2ba","1,946","7554 East Pkwy,, ,Sacramento, CA 95823"
"499,000","2bd,1ba",905,"2373 25th Ave,, ,Sacramento, CA 95822"
"375,000","3bd,2ba","1,444","4301 Don Julio Blvd,, ,North Highlands, CA 95660"
"299,999","2bd,1ba",990,"3927 Elm St,, ,Sacramento, CA 95838"
"699,000","4bd,4ba","3,417","7575 Citrus Ave,, ,Sacramento, CA 95823"
"659,000","5bd,3ba","3,535","4408 Prodperine Pl,, ,Sacramento, CA 95827"
"518,000",Studio,"1,936","3424 Viking Dr,, ,Sacramento, CA 95827"
"365,000","3bd,2ba","1,012","7565 21st St,, ,Sacramento, CA 95822"
"369,000","3bd,2ba","1,344","Address Not Disclosed,, ,Sacramento, CA 95833"
"690,000","4bd,2ba","1,613","4611 Attawa Ave,, ,Sacramento, CA 95822"
"735,900","4bd,2ba","2,262 (on 0.50 acres)","4400 Belmont Place Ln,, ,Sacramento, CA 95841"
"249,900","2bd,1ba","1,000","2466 Larkspur Ln #354,, ,Sacramento, CA 95825"
"449,000","3bd,3ba","1,450","30 Morrison Ave,, ,Sacramento, CA 95838"
"559,000","4bd,2ba","1,619","7348 Farm Dale Way,, ,Sacramento, CA 95831"
"350,000","3bd,2ba","1,326","8185 La Riviera Dr,, ,Sacramento, CA 95826"
"379,900",2bd,"1,281","508 Redwood Ave,, ,Sacramento, CA 95815"
"724,999","4bd,3ba","3,389","440 Lyman Cir,, ,Sacramento, CA 95835"
"1,300,000","4bd,3ba","1,922","817 45th St,, ,Sacramento, CA 95819"
"547,000","2bd,1ba",891,"616 Dittmar Way,, ,Sacramento, CA 95819"
"405,000","3bd,2ba","1,361","7113 Benevolent Way,, ,Sacramento, CA 95842"
"419,900","3bd,3ba","1,500","229 Delta Leaf Way,, ,Sacramento, CA 95838"
"159,900","2bd,2ba","1,440","6736 Capital Cir #190,, ,Sacramento, CA 95828"
"750,000","4bd,3ba","1,910","2516 2nd Ave,, ,Sacramento, CA 95818"
"875,000",7bd,"4,473","4701 16th Ave,, ,Sacramento, CA 95820"
"4,000,000",,El Centro Rd,"El Centro Rd,, ,Sacramento, CA 95834"
"525,000",1bd,"1,684","6247 Ring Dr,, ,Sacramento, CA 95824"
"467,500",2bd,"1,772","10193 Crawford Way,, ,Sacramento, CA 95827"
"625,000","4bd,3ba","2,392","3825 Sierra Gold Dr,, ,Antelope, CA 95843"
"350,000","3bd,2ba","1,314","1935 Niantic Way,, ,Sacramento, CA 95822"
"285,000","2bd,1ba",912,"4033 Dry Creek Rd,, ,Sacramento, CA 95838"
"389,000","2bd,1ba",936,"4425 Marconi Ave,, ,Sacramento, CA 95821"
"559,000","3bd,3ba","2,106","4066 Bombili St,, ,Sacramento, CA 95834"
"550,000","4bd,2ba","1,910","5705 Overleaf Way,, ,Sacramento, CA 95835"
"575,000","4bd,3ba","2,265","5230 Alderberry Way,, ,Sacramento, CA 95835"
"374,900","3bd,2ba","1,136","7549 Lemarsh Way,, ,Sacramento, CA 95822"
"329,500","3bd,1ba","1,135","5541 79th St,, ,Sacramento, CA 95820"
"649,000","3bd,2ba","2,111","14 Josta Pl,, ,Sacramento, CA 95835"
"460,000","3bd,3ba","1,224","4838 Accord Ct,, ,Sacramento, CA 95842"
"550,950+","2bd,2ba","1,520","Woodberry at Bradshaw Crossing,, ,Sacramento, CA 95829"
"114,999","2bd,2ba","1,440","6204 Gold Dust Dr #35,, ,Sacramento, CA 95842"
"494,900","3bd,3ba","1,450","2883 Belle Fleur Way,, ,Sacramento, CA 95833"
"395,000","2bd,1ba","1,155","2804 Atlas Ave,, ,Sacramento, CA 95820"
"485,000","3bd,2ba","1,179 (on 0.25 acres)","3460 Harmony Ln,, ,Sacramento, CA 95821"
"319,000","2bd,2ba","1,077","4332 W Nichols Ave,, ,Sacramento, CA 95820"
"695,990+","5bd,3ba","3,141","Redwood Collection at Parkside,, ,Sacramento, CA 95829"
"419,000","3bd,2ba","1,090","4220 Applegate Dr,, ,Sacramento, CA 95826"
"375,000","3bd,3ba","1,632","617 Woodside Sier #1,, ,Sacramento, CA 95825"
"689,000","4bd,3ba","2,053","6845 Park Riviera Way,, ,Sacramento, CA 95831"
"574,000","2bd,3ba","1,624","2104 9th St,, ,Sacramento, CA 95818"
"282,500","2bd,1ba","1,010","975 Fulton Ave #488,, ,Sacramento, CA 95825"
"310,000","3bd,1ba",970,"245 Arcade Blvd,, ,Sacramento, CA 95815"
"53,000","1bd,1ba",480,"3440 Fulton Ave #76,, ,Sacramento, CA 95821"
"498,000","3bd,3ba","1,632","629 Woodside Sier #1,, ,Sacramento, CA 95825"
"460,000","3bd,2ba","1,300","7005 Sutter Oak Ct,, ,Sacramento, CA 95842"
"439,200","3bd,2ba","1,194","5917 Silver Shadow Cir,, ,Sacramento, CA 95823"
"1,149,000","3bd,3ba","2,224","928 45th St,, ,Sacramento, CA 95819"
"205,000","2bd,1ba",840,"9082 Pinata Way #3,, ,Sacramento, CA 95826"
"594,400","2bd,1ba","1,328 (on 1.25 acres)","4312 Myrtle Ave,, ,Sacramento, CA 95841"
"524,000","2bd,2ba","1,126","912 Q St,, ,Sacramento, CA 95811"
"415,000","2bd,1ba","1,134","3413 Kentfield Dr,, ,Sacramento, CA 95821"
"635,000","3bd,3ba","2,117","1160 Seamas Ave,, ,Sacramento, CA 95822"
"349,000","2bd,1ba",873 (on 0.25 acres),"2581 Wright St,, ,Sacramento, CA 95821"
"449,500","3bd,2ba","1,435","2104 Surrey Rd,, ,Sacramento, CA 95815"
"439,000","4bd,3ba","1,613","7919 Skywoods Way,, ,Sacramento, CA 95828"
"649,999","4bd,3ba","2,372","10076 Crooked Stick Dr,, ,Sacramento, CA 95829"
"395,000","3bd,1ba","1,039","5314 Argo Way,, ,Sacramento, CA 95820"
"364,900","2bd,1ba",964,"4007 Broadway,, ,Sacramento, CA 95817"
"439,000","3bd,2ba","1,297","9383 Sparks Way,, ,Sacramento, CA 95827"
"459,000","3bd,2ba","1,288","3371 Peace Ct,, ,Sacramento, CA 95826"
"1,850,000",5bd,"4,284","2714 T St,, ,Sacramento, CA 95816"
"560,000","2bd,1ba","1,283","3321 Serra Way,, ,Sacramento, CA 95816"
"625,000","3bd,2ba","1,688","435 Windward Way,, ,Sacramento, CA 95831"
"400,000","4bd,2ba","1,650","2604 Hing Ave,, ,Sacramento, CA 95822"
"340,000","3bd,1ba","1,000","2012 Bowling Green Dr,, ,Sacramento, CA 95825"
"399,999","3bd,2ba","1,126","82 Cedro Cir,, ,Sacramento, CA 95833"
"485,000","2bd,3ba","1,061","282 Log Pond Ln,, ,Sacramento, CA 95818"
"119,500","2bd,2ba","1,200","4611 Long Branch Dr,, ,Sacramento, CA 95842"
"755,000","4bd,4ba","3,243","5135 Isador Ln,, ,Sacramento, CA 95835"
"723,000","3bd,2ba","1,540","3223 Forney Way,, ,Sacramento, CA 95816"
"749,900","4bd,3ba","3,046","9744 Everbloom Way,, ,Sacramento, CA 95829"
"575,000","3bd,2ba","1,582","2580 Watson St,, ,Sacramento, CA 95821"
"68,000","3bd,2ba",844,"10035 Mills Station Rd #1,, ,Sacramento, CA 95827"
"740,490+","4bd,4ba","3,427","Redwood Collection at Parkside,, ,Sacramento, CA 95829"
"479,990+","4bd,4ba","1,920","Provence,, ,Sacramento, CA 95834"
"464,000","3bd,2ba","1,367","8118 Castle Wynd Dr,, ,Antelope, CA 95843"
"410,000","2bd,2ba","1,087","2442 Rose Arbor Dr,, ,Sacramento, CA 95835"
"524,900","4bd,3ba","2,131","4969 Kokomo Dr,, ,Sacramento, CA 95835"
"599,900","2bd,2ba","1,261","500 N St #704,, ,Sacramento, CA 95814"
"1,540,000","4bd,3ba","3,228 (on 0.50 acres)","4111 Winding Creek Rd,, ,Sacramento, CA 95864"
"419,000","3bd,2ba","1,231","2521 Hernando Rd,, ,Sacramento, CA 95825"
"499,888","4bd,3ba","1,726","4016 Neapolis Ln,, ,Sacramento, CA 95834"
"565,000","4bd,2ba","2,000 (on 0.25 acres)","1748 Richmond St,, ,Sacramento, CA 95825"
"650,000","4bd,3ba","2,368","4045 Robertson Ave,, ,Sacramento, CA 95821"
"350,000",2bd,"1,188","1253 Acacia Ave,, ,Sacramento, CA 95815"
"409,900","4bd,2ba","1,345","4625 Jion Ct,, ,Sacramento, CA 95842"
"551,950+","3bd,3ba","1,640","Woodberry at Bradshaw Crossing,, ,Sacramento, CA 95829"
"544,990+","3bd,2ba","1,824","Heritage Vineyard Creek,, ,Sacramento, CA 95829"
"631,490+","4bd,3ba","2,161","Redwood Collection at Parkside,, ,Sacramento, CA 95829"
"430,000","3bd,3ba","1,624","7757 Dixie Lou St,, ,Sacramento, CA 95832"
"1,099,000","3bd,2ba","1,926","1309 35th St,, ,Sacramento, CA 95816"
"399,900","3bd,2ba","1,494","4311 Cabrillo Way,, ,Sacramento, CA 95820"
"439,000","3bd,2ba","1,420","6620 Manassero Way,, ,Sacramento, CA 95820"
"559,000","2bd,2ba","1,662","47 Camrosa Pl,, ,Sacramento, CA 95835"
"869,000","3bd,4ba","2,254 (on 0.25 acres)","4644 Sunset Dr,, ,Sacramento, CA 95822"
"798,000","4bd,3ba","3,061","7684 El Douro Dr,, ,Sacramento, CA 95831"
"559,000","5bd,2ba","1,904","3928 Auburn Blvd,, ,Sacramento, CA 95821"
"509,999","2bd,2ba",955,"1806 K St #L2,, ,Sacramento, CA 95811"
"649,000","3bd,1ba","1,217","1511 Christopher Way,, ,Sacramento, CA 95819"
"370,000","3bd,2ba","1,090","5101 North Pkwy,, ,Sacramento, CA 95823"
"1,655,000","2bd,2ba","2,043","1818 L St #811,, ,Sacramento, CA 95811"
"97,000","2bd,2ba","1,400","7312 White River Ln #163,, ,Sacramento, CA 95842"
"459,900","4bd,2ba","1,356","5937 Creighton Way,, ,Sacramento, CA 95842"
"495,000","3bd,3ba","1,603","7292 Riverwind Way,, ,Sacramento, CA 95831"
"2,450,000",10bd,"6,596 (on 1.75 acres)","Address Not Disclosed,, ,Sacramento, CA 95820"
"650,000",,9072 Osage Ave,"9072 Osage Ave,, ,Sacramento, CA 95829"
"435,000","4bd,3ba","1,892","9387 Linda Rio Dr,, ,Sacramento, CA 95827"
"189,900","1bd,1ba",844,"5644 Hamilton St #61,, ,Sacramento, CA 95842"
"299,900","2bd,2ba","1,126","6655 24th St,, ,Sacramento, CA 95822"
"310,000",1bd,"1,022","140 Pulsar Cir,, ,Sacramento, CA 95822"
"450,000","3bd,2ba","1,113","7911 Deer Creek Dr,, ,Sacramento, CA 95823"
"529,999","4bd,3ba","1,915","3916 Onawa Ct,, ,Antelope, CA 95843"
"390,000","4bd,2ba","1,365","7924 Ann Arbor Way,, ,Sacramento, CA 95832"
"769,900","2bd,2ba","1,803","5320 N St,, ,Sacramento, CA 95819"
"279,700","3bd,1ba",800,"Address Not Disclosed,, ,Sacramento, CA 95838"
"550,000",2bd,"2,010","4905 Travertine Cir,, ,Sacramento, CA 95841"
"575,000","2bd,2ba","2,218","15 Cristalla Pl,, ,Sacramento, CA 95835"
"444,000","3bd,2ba","1,370","7412 Widener Way,, ,Sacramento, CA 95842"
"750,000","3bd,2ba","1,380 (on 0.50 acres)","5111 42nd St,, ,Sacramento, CA 95820"
"550,000","3bd,1ba","1,089","5837 14th Ave,, ,Sacramento, CA 95820"
"599,900","4bd,3ba","2,155","39 White Lily Ct,, ,Sacramento, CA 95833"
"429,000","3bd,2ba","1,581","2335 Albatross Way,, ,Sacramento, CA 95815"
