price,bd&ba,sqft,address
"75,000","2bd,2ba","1,440","5040 Jackson St #131,, ,North Highlands, CA 95660"
"129,900",2bd,"1,283","3300 38th St,, ,Sacramento, CA 95817"
"159,900",,9th Ave,"9th Ave,, ,Sacramento, CA 95817"
"489,900","2bd,3ba","1,114 (on 1.50 acres)","407 Tailoff Ln,, ,Sacramento, CA 95818"
"539,000","4bd,1ba","1,383","2319 West St,, ,Sacramento, CA 95818"
"74,900","2bd,2ba",858,"5832 Hobbs Ln #46,, ,Sacramento, CA 95842"
"499,900","2bd,2ba","1,538","2608 San Marin Ln,, ,Sacramento, CA 95835"
"379,000","4bd,2ba","1,414","5701 Mascot Ave,, ,Sacramento, CA 95824"
"358,000","3bd,2ba","1,080","220 Bell Ave,, ,Sacramento, CA 95838"
"691,990","3bd,3ba","2,393","8463 Henrick Way,, ,Elk Grove, CA 95758"
"1,525,000","5bd,5ba","3,247","3828 W Land Park Dr,, ,Sacramento, CA 95822"
"455,999","3bd,2ba","1,727","9820 Winterwood Way,, ,Sacramento, CA 95827"
"674,900","3bd,3ba","1,917","635 Rivercrest Dr,, ,Sacramento, CA 95831"
"2,195,000","6bd,4ba","4,353","1117 46th St,, ,Sacramento, CA 95819"
"449,900","4bd,2ba","1,975","5007 Ortega St,, ,Sacramento, CA 95820"
"499,000",2bd,"1,200 (on 0.25 acres)","2224 Roanoke Ave,, ,Sacramento, CA 95838"
"520,000","2bd,1ba","1,063","5100 T St,, ,Sacramento, CA 95819"
"685,000","4bd,3ba","2,958","5587 Brampton Way,, ,Sacramento, CA 95835"
"400,000","4bd,3ba","1,605","131 Creekside Cir,, ,Sacramento, CA 95823"
"655,000","3bd,3ba","2,363","5626 Dalhart Way,, ,Sacramento, CA 95835"
"589,000","4bd,3ba","2,060","8621 Cord Way,, ,Sacramento, CA 95828"
"195,000","2bd,1ba",933,"5624 Hillsdale Blvd #B,, ,Sacramento, CA 95842"
"295,000",1bd,"1,022","72 Pulsar Cir,, ,Sacramento, CA 95822"
"295,000",1bd,"1,264","30 Pulsar Cir,, ,Sacramento, CA 95822"
"295,000",1bd,990,"42 Quasar Cir,, ,Sacramento, CA 95822"
"579,950+","2bd,2ba","1,880","Woodberry at Bradshaw Crossing,, ,Sacramento, CA 95829"
"499,900","2bd,1ba","1,212","3132 U St,, ,Sacramento, CA 95817"
"859,000","3bd,2ba","2,000","115 52nd St,, ,Sacramento, CA 95819"
"449,999",2bd,"1,434","7510 Amherst St,, ,Sacramento, CA 95822"
"649,000","5bd,3ba","3,753","8873 Sailfish Bay Cir,, ,Sacramento, CA 95828"
"449,000","3bd,2ba","1,054","5921 18th Ave,, ,Sacramento, CA 95820"
"349,000","3bd,1ba","1,008","101 Stanford Ave,, ,Sacramento, CA 95815"
"795,000","4bd,4ba","2,447 (on 0.50 acres)","7748 Silva Ranch Way,, ,Sacramento, CA 95831"
"375,000","3bd,2ba","1,456","4448 Livingston Way,, ,Sacramento, CA 95823"
"449,000","3bd,2ba","1,155","6635 Badger Ct,, ,Sacramento, CA 95842"
"550,000","4bd,3ba","2,100","4150 Hydo Lake Way,, ,Sacramento, CA 95834"
"405,000","3bd,2ba","1,562","6429 Rancho Adobe Dr,, ,Sacramento, CA 95828"
"499,000","3bd,3ba","1,375","312 River Isle Way,, ,Sacramento, CA 95831"
"460,000","3bd,2ba","1,219","1804 Richmond St,, ,Sacramento, CA 95825"
"575,000","5bd,3ba","2,320 (on 0.25 acres)","3511 San Juan Rd,, ,Sacramento, CA 95833"
"325,000","3bd,1ba","1,289","500 Lindsay Ave,, ,Sacramento, CA 95838"
"469,000","3bd,2ba","1,377","5267 Jacinto Ave,, ,Sacramento, CA 95823"
"845,000","3bd,2ba","1,730","1370 Vallejo Way,, ,Sacramento, CA 95818"
"420,000","4bd,3ba","1,784","1438 Katharine Ave,, ,Sacramento, CA 95838"
"582,000","6bd,4ba","2,157","400 Grand Ave,, ,Sacramento, CA 95838"
"574,950","3bd,3ba","1,587","101 Arbusto Cir,, ,Sacramento, CA 95831"
"699,000","2bd,2ba","1,606","52 49th St,, ,Sacramento, CA 95819"
"99,900",,7242 Fawn Way,"7242 Fawn Way,, ,Sacramento, CA 95823"
"349,000",,5341 Harrison St,"5341 Harrison St,, ,North Highlands, CA 95660"
"349,000","3bd,1ba","1,225 (on 0.25 acres)","5333 Harrison St,, ,North Highlands, CA 95660"
"662,000","4bd,2ba","1,597","6738 Park Riviera Way,, ,Sacramento, CA 95831"
"449,900","1bd,1ba",814,"1818 22nd St #113,, ,Sacramento, CA 95816"
"365,000","2bd,1ba",940,"506 Rivergate Way,, ,Sacramento, CA 95831"
"765,000","3bd,3ba","1,564","2010 South St,, ,Sacramento, CA 95811"
"679,999","3bd,1ba","1,272","2817 4th Ave,, ,Sacramento, CA 95818"
"580,000","4bd,3ba","2,209","5307 Janero Way,, ,Sacramento, CA 95835"
"430,000","3bd,2ba","1,009","2208 15th St,, ,Sacramento, CA 95818"
"290,000","2bd,1ba",828,"1830 North Ave,, ,Sacramento, CA 95838"
"995,000",Studio,"1,600 (on 2.50 acres)","4851 Warren Ave,, ,Sacramento, CA 95838"
"229,888","2bd,1ba",814,"5001 Bremner Way #1,, ,Sacramento, CA 95841"
"574,999","3bd,2ba","1,520","211 Alhambra Blvd,, ,Sacramento, CA 95816"
"179,500","2bd,1ba",840,"4420 Greenholme Dr #2,, ,Sacramento, CA 95842"
"418,000","3bd,2ba","1,288","501 Santa Ana Ave,, ,Sacramento, CA 95838"
"199,000","2bd,1ba","1,040","3816 Ivy St,, ,Sacramento, CA 95838"
"439,000","3bd,2ba","1,306","5099 N Laguna Dr,, ,Sacramento, CA 95823"
"1,190,000","5bd,4ba","2,922","2900 Sienna Ln,, ,Sacramento, CA 95864"
"339,000","2bd,1ba",929,"5550 64th St,, ,Sacramento, CA 95820"
"260,000","1bd,1ba",763,"1900 Danbrook Dr #111,, ,Sacramento, CA 95835"
"248,888","2bd,1ba",825,"3715 Tallyho Dr #166,, ,Sacramento, CA 95826"
"199,000",1bd,466,"3816 Willow St,, ,Sacramento, CA 95838"
"670,000","5bd,3ba","3,165","5100 Fawn Crossing Way,, ,Antelope, CA 95843"
"474,999","3bd,2ba","1,629","7407 Farm Dale Way,, ,Sacramento, CA 95831"
"575,000","4bd,2ba","1,834","4665 Nottingham Cir,, ,Sacramento, CA 95864"
"989,000","3bd,1ba","1,138","1704 O St,, ,Sacramento, CA 95811"
"474,500","3bd,3ba","1,470","1315 Bell St,, ,Sacramento, CA 95825"
"624,900","3bd,1ba","1,056","5050 Moddison Ave,, ,Sacramento, CA 95819"
"479,900","5bd,3ba","1,612","4337 76th St,, ,Sacramento, CA 95820"
"425,000",2bd,"1,440 (on 0.25 acres)","3718 Lenore Way,, ,North Highlands, CA 95660"
"435,000","4bd,3ba","1,712","3537 Misty Morning Cir,, ,Sacramento, CA 95827"
"550,000","2bd,2ba",822,"2117 14th St,, ,Sacramento, CA 95818"
"180,000","2bd,1ba",795,"5966 Walerga Rd #1,, ,Sacramento, CA 95842"
"898,000",,Gardner Ave,"Gardner Ave,, ,Sacramento, CA 95828"
"398,000","3bd,2ba","1,316","6445 Heathermoor Way,, ,Sacramento, CA 95823"
"1,500,000",7bd,1819 W St,"1819 W St,, ,Sacramento, CA 95818"
"825,000","6bd,3ba","2,543 (on 3.25 acres)","6313 34th St,, ,North Highlands, CA 95660"
"370,000","3bd,1ba","1,250","5633 49th St,, ,Sacramento, CA 95824"
"507,000","3bd,3ba","1,946","4025 Honey Rose Pl,, ,Antelope, CA 95843"
"449,999","3bd,2ba","1,346","4639 Luxford Ct,, ,Sacramento, CA 95842"
"599,950","2bd,3ba","1,395","2118 26th St,, ,Sacramento, CA 95818"
"384,900","4bd,2ba","1,260","2812 Plover St,, ,Sacramento, CA 95815"
"439,000","3bd,2ba","1,411","416 Santa Ana Ave,, ,Sacramento, CA 95838"
"335,000","2bd,2ba","1,176","5516 Millhouse Pl,, ,Sacramento, CA 95841"
"349,000","3bd,1ba","1,018","3432 Christie Ct,, ,Sacramento, CA 95838"
"600,000","3bd,3ba","1,713 (on 0.50 acres)","7549 Alma Vista Way,, ,Sacramento, CA 95831"
"379,900","3bd,2ba","1,124","7029 Sprig Dr,, ,Sacramento, CA 95842"
"625,000","4bd,2ba","1,807 (on 0.25 acres)","3066 Valkyrie Way,, ,Sacramento, CA 95821"
"1,390,000","2bd,3ba","1,508","500 J St #1503,, ,Sacramento, CA 95814"
"57,500","2bd,2ba","1,508","10015 Federalist Ln,, ,Sacramento, CA 95827"
"640,000","4bd,2ba","1,754 (on 0.25 acres)","5108 Rosbury Dell Pl,, ,Antelope, CA 95843"
"549,900","3bd,2ba","1,557","3932 Auburn Blvd,, ,Sacramento, CA 95821"
"436,300","3bd,2ba","1,344","9203 Sunfire Way,, ,Sacramento, CA 95826"
"539,900","4bd,2ba","1,613","9225 Condesa Dr,, ,Sacramento, CA 95826"
"495,888","4bd,2ba","1,577","7751 Dersingham Dr,, ,Sacramento, CA 95829"
"94,000","2bd,2ba",720,"7325 Topanga Ln #31,, ,Sacramento, CA 95842"
"1,075,000","4bd,3ba","3,401 (on 0.50 acres)","2727 Morse Ave,, ,Sacramento, CA 95821"
"429,900","4bd,2ba","1,498","4523 Terrace Downs Way,, ,Sacramento, CA 95842"
"429,900","3bd,3ba","1,328","1409 Helmsman Way,, ,Sacramento, CA 95833"
"210,000",,McNie Ave,"McNie Ave,, ,Sacramento, CA 95828"
"554,950","2bd,2ba",810,"1332 62nd St,, ,Sacramento, CA 95819"
"395,000",2bd,925,"2292 Fernley Ave,, ,Sacramento, CA 95815"
"69,900","2bd,2ba",960,"4910 Brookdale Dr #133,, ,Sacramento, CA 95834"
"349,995","2bd,2ba","1,055","32 Denwil Ct,, ,Sacramento, CA 95824"
"849,000","4bd,4ba","2,930","351 Dnieper River Way,, ,Sacramento, CA 95834"
"399,000","3bd,2ba","1,020","6680 Hogan Dr,, ,Sacramento, CA 95822"
"222,500","1bd,1ba",682,"863 Woodside Ln E #12,, ,Sacramento, CA 95825"
"259,999","2bd,3ba","1,210","4701 College Oak Dr #12,, ,Sacramento, CA 95841"
"490,000","3bd,2ba","1,408","4084 Hellenic Dr,, ,Sacramento, CA 95826"
"295,000",1bd,"1,044","80 Pulsar Cir,, ,Sacramento, CA 95822"
"439,900","3bd,2ba","1,479","1895 Volti Way,, ,Sacramento, CA 95833"
"75,000",,Amaranth,"Amaranth,, ,Sacramento, CA 95815"
"659,900","3bd,2ba","1,423","2633 51st St,, ,Sacramento, CA 95817"
"350,000","3bd,2ba","1,176","4201 43rd Ave,, ,Sacramento, CA 95824"
"659,000","3bd,3ba","2,006","2430 Pavilions Place Ln #702,, ,Sacramento, CA 95825"
"693,000",4bd,"3,738 (on 0.25 acres)","4118 34th Ave,, ,Sacramento, CA 95824"
"449,000","2bd,1ba","1,082","3208 Perryman Way,, ,Sacramento, CA 95820"
"359,900","3bd,1ba",980,"8010 Capistrano Way,, ,Sacramento, CA 95824"
"575,000","3bd,2ba","1,414","3332 Truckee Way,, ,Sacramento, CA 95817"
"524,000","2bd,2ba","1,020","5511 20th Ave,, ,Sacramento, CA 95820"
"94,900","2bd,2ba",960,"5825 Hobbs Ln #68,, ,Sacramento, CA 95842"
"950,000","2bd,3ba","3,326 (on 0.25 acres)","2836 Lieno Ln,, ,Sacramento, CA 95821"
"625,000",4bd,"2,836 (on 0.50 acres)","431 Harding Ave,, ,Sacramento, CA 95833"
"691,000",4bd,"3,738","4109 Gaddi Dr,, ,Sacramento, CA 95824"
"125,000",1bd,837,"3144 Palmer St,, ,Sacramento, CA 95815"
"480,000","3bd,2ba","1,282","2953 Loyola St,, ,Sacramento, CA 95826"
"425,000","3bd,2ba","1,158","8924 Brydon Way,, ,Sacramento, CA 95826"
"445,000","2bd,3ba","1,482","7749 Park River Oak Cir,, ,Sacramento, CA 95831"
"685,000","3bd,3ba","2,277","2430 Pavilions Place Ln #406,, ,Sacramento, CA 95825"
"400,000",,4700 50th Ave,"4700 50th Ave,, ,Sacramento, CA 95823"
"1,599,000","5bd,3ba","3,109","1344 39th St,, ,Sacramento, CA 95816"
"550,000","2bd,3ba",886,"420 15th St,, ,Sacramento, CA 95814"
"495,000","3bd,2ba","1,190","4440 6th Ave,, ,Sacramento, CA 95820"
"475,000","3bd,3ba","1,635","491 Natalino Cir,, ,Sacramento, CA 95835"
"530,000","4bd,3ba","2,093","5368 Noyack Way,, ,Sacramento, CA 95835"
"495,000",2bd,"1,594 (on 0.25 acres)","1055 Evelyn Ln,, ,Sacramento, CA 95864"
"368,000","3bd,2ba","1,300","2352 Craig Ave,, ,Sacramento, CA 95832"
"849,000","5bd,3ba","2,930","4009 Giarre Way,, ,Sacramento, CA 95834"
"505,000","3bd,2ba","1,411","2531 21st Ave,, ,Sacramento, CA 95820"
"439,000","3bd,2ba","1,117","3508 Santa Cruz Way,, ,Sacramento, CA 95817"
"93,000",,5805 Pomegranate Ave,"5805 Pomegranate Ave,, ,Sacramento, CA 95823"
"379,000","3bd,2ba","1,424","5407 59th St,, ,Sacramento, CA 95820"
"650,000","5bd,3ba","2,493","341 Bombay Cir,, ,Sacramento, CA 95835"
"549,999","4bd,3ba","2,013","7515 Clear Lake Aly,, ,Sacramento, CA 95829"
"369,000","3bd,2ba","1,012","7565 Tamoshanter Way,, ,Sacramento, CA 95822"
"929,000","4bd,3ba","3,109","2801 Sevilla Ln,, ,Sacramento, CA 95864"
"249,900","3bd,2ba","1,456","1623 Kathleen Ave,, ,Sacramento, CA 95815"
"449,000","4bd,2ba","1,582","7366 Milford St,, ,Sacramento, CA 95822"
"400,000","3bd,2ba","1,335","5401 Casa Danielle Cir,, ,Sacramento, CA 95824"
"480,000","3bd,2ba","1,428","7645 Black Bear Dr,, ,Antelope, CA 95843"
"995,000","3bd,3ba","3,031","3065 Crocker Dr,, ,Sacramento, CA 95818"
"650,000","3bd,2ba","2,019","5633 66th St,, ,Sacramento, CA 95824"
"899,000","3bd,3ba","2,413","1600 3rd Ave,, ,Sacramento, CA 95818"
"299,900","2bd,1ba",704,"6000 39th St,, ,Sacramento, CA 95824"
"569,000","3bd,2ba","1,774","3807 Myrna Way,, ,Sacramento, CA 95821"
"825,000","4bd,2ba","2,122","1823 20th St,, ,Sacramento, CA 95811"
"1,649,999","4bd,3ba","2,482","3832 W Land Park Dr,, ,Sacramento, CA 95822"
"485,000","3bd,2ba","1,922","9041 Caldera Way,, ,Sacramento, CA 95826"
"335,000","2bd,2ba",952,"3845 Altos Ave,, ,Sacramento, CA 95838"
"389,000","3bd,2ba","1,278","18 Yahi Ct,, ,Sacramento, CA 95833"
"589,900","3bd,2ba","1,207","5409 Carmela Way,, ,Sacramento, CA 95822"
"565,000","3bd,1ba",966,"2005 D St,, ,Sacramento, CA 95811"
"350,000","3bd,1ba",925,"5728 San Ardo Way,, ,North Highlands, CA 95660"
"469,000","4bd,2ba","1,652 (on 0.25 acres)","3929 Duxburg Ct,, ,Sacramento, CA 95827"
"405,000","3bd,2ba","1,291","3425 Tembrook Dr,, ,Sacramento, CA 95864"
"225,000",2bd,855 (on 0.50 acres),"2580 26th Ave,, ,Sacramento, CA 95820"
"47,900","2bd,1ba",720,"5219 Brook Park Ln,, ,Sacramento, CA 95841"
"421,000","4bd,2ba","1,127","6678 Weatherby Way,, ,Sacramento, CA 95842"
"268,000","3bd,1ba","1,050","4205 37th Ave,, ,Sacramento, CA 95824"
"415,000","4bd,2ba","1,182","7442 Versailles Way,, ,Sacramento, CA 95842"
"360,000","4bd,1ba","1,645","3853 A St,, ,North Highlands, CA 95660"
"525,000","3bd,2ba","1,487","8920 Twin Falls Dr,, ,Sacramento, CA 95826"
"369,900","3bd,1ba","1,081","925 Amberwood Rd,, ,Sacramento, CA 95864"
"440,000","4bd,2ba","1,840","6225 Cushing Way,, ,Sacramento, CA 95823"
"349,900","2bd,1ba",838,"7404 Saxon Way,, ,Sacramento, CA 95842"
"345,000","3bd,3ba","1,374","3605 Larchmont Square Ln,, ,Sacramento, CA 95821"
"400,000","3bd,2ba","1,075","3801 Sandra Ct,, ,Sacramento, CA 95821"
"335,000","3bd,1ba","1,019","Address Not Disclosed,, ,Sacramento, CA 95824"
"399,500","3bd,2ba","1,205","1825 Urbana Way,, ,Sacramento, CA 95833"
"275,000","2bd,1ba",660,"3713 18th Ave,, ,Sacramento, CA 95820"
"270,000","2bd,1ba",728,"2416 Knoll St,, ,Sacramento, CA 95815"
"325,000","3bd,1ba","1,118","2856 Branch St,, ,Sacramento, CA 95815"
"250,000","4bd,2ba","1,236","3340 Gillespie St,, ,Sacramento, CA 95838"
"339,900","4bd,2ba","1,357","1155 Sonoma Ave,, ,Sacramento, CA 95815"
"389,000","4bd,1ba","1,409 (on 0.25 acres)","2006 Harris Ave,, ,Sacramento, CA 95838"
"815,000","3bd,3ba","2,368","463 Wyndgate Rd,, ,Sacramento, CA 95864"
"319,500","3bd,2ba","1,020","7652 18th St,, ,Sacramento, CA 95832"
"549,995",2bd,"2,350","9626 Bradhugh Ct,, ,Sacramento, CA 95827"
"299,000","2bd,1ba",801,"3100 35th Ave,, ,Sacramento, CA 95824"
"420,000","3bd,2ba","1,608","5144 Cherokee Way,, ,Sacramento, CA 95841"
"498,000","3bd,1ba","1,143","4221 61st St,, ,Sacramento, CA 95820"
"235,000","2bd,3ba","1,323","4127 Brookfield Dr,, ,Sacramento, CA 95823"
"126,900","3bd,2ba","1,440","7448 Sylmar Ln #219,, ,Sacramento, CA 95842"
"399,000",2bd,900,"5572 Hillsdale Blvd,, ,Sacramento, CA 95842"
"1,150,000",2bd,"1,849 (on 1.50 acres)","7731 Florin Rd,, ,Sacramento, CA 95828"
"289,900","3bd,1ba","1,008","4301 37th Ave,, ,Sacramento, CA 95824"
"345,000","3bd,2ba","1,270","3905 Balsam St,, ,Sacramento, CA 95838"
"1,587,500",Studio,"7,920 (on 1 acre)","1875 Glenrose Ave,, ,Sacramento, CA 95815"
"895,000","4bd,4ba","3,297","1423 44th St,, ,Sacramento, CA 95819"
"795,000","2bd,1ba","1,338","430 46th St,, ,Sacramento, CA 95819"
"350,000","3bd,2ba","1,059","2317 Boxwood St,, ,Sacramento, CA 95815"
"899,000","3bd,3ba","2,674","624 36th St,, ,Sacramento, CA 95816"
"1,174,950","3bd,4ba","2,538","4227 F St,, ,Sacramento, CA 95819"
"279,999",,5189 El Paraiso Ave,"5189 El Paraiso Ave,, ,Sacramento, CA 95824"
"1,195,000","1bd,1ba",934,"500 J St #1707,, ,Sacramento, CA 95814"
"350,000","2bd,1ba",706,"324 Bannon St,, ,Sacramento, CA 95811"
"559,000","3bd,3ba","2,085","4547 Edison Ave,, ,Sacramento, CA 95821"
"3,295,000","5bd,5ba","5,527 (on 1 acre)","488 Crocker Rd,, ,Sacramento, CA 95864"
"799,000",,6555 Watt Ave,"6555 Watt Ave,, ,North Highlands, CA 95660"
"499,000",,2625 Belport Ln,"2625 Belport Ln,, ,Sacramento, CA 95821"
"350,000","3bd,2ba","1,051","6 Bluestone Ct,, ,Sacramento, CA 95824"
"825,000","2bd,1ba","1,478 (on 1 acre)","3661 Fair Oaks Blvd,, ,Sacramento, CA 95864"
"325,000","2bd,1ba",524,"4309 W Nichols Ave,, ,Sacramento, CA 95820"
"1,450,000","3bd,2ba","1,250 (on 5 acres)","3150 I St,, ,North Highlands, CA 95660"
"369,000","3bd,2ba","1,151","2330 Mangrum Ave,, ,Sacramento, CA 95822"
"559,900","4bd,3ba","2,017","1806 Yellowwood Ave,, ,Sacramento, CA 95834"
"5,200,000","6bd,9ba","10,000 (on 1.50 acres)","630 Laurel Dr,, ,Sacramento, CA 95864"
"795,000",2bd,"3,100","1809 V St,, ,Sacramento, CA 95818"
"399,000",4bd,"1,639","6401 Dallas Way,, ,Sacramento, CA 95823"
"732,990+","4bd,4ba","3,312","Lapis at Barrett Ranch,, ,Antelope, CA 95843"
"567,990+","3bd,2ba","1,603","Garnet at Barrett Ranch,, ,Antelope, CA 95843"
"575,990+","4bd,2ba","1,880","Garnet at Barrett Ranch,, ,Antelope, CA 95843"
"618,990+","5bd,3ba","2,617","Garnet at Barrett Ranch,, ,Antelope, CA 95843"
"599,990+","4bd,3ba","2,365","Garnet at Barrett Ranch,, ,Antelope, CA 95843"
"640,990+","5bd,3ba","2,874","Lapis at Barrett Ranch,, ,Antelope, CA 95843"
"595,000","3bd,2ba","1,644","1464 Arvilla Dr,, ,Sacramento, CA 95822"
"1,199,000","3bd,3ba","2,672","801 36th St,, ,Sacramento, CA 95816"
"950,000","3bd,3ba","2,414","47 Lupine Way,, ,Sacramento, CA 95819"
"688,000","2bd,2ba","1,196","1100 56th St,, ,Sacramento, CA 95819"
"895,000","4bd,3ba","2,511","5 Adler Cir,, ,Sacramento, CA 95864"
"359,000",,7001 34th St,"7001 34th St,, ,North Highlands, CA 95660"
"500,000","5bd,3ba","2,338","9804 Bexley Dr,, ,Sacramento, CA 95827"
"679,990+","5bd,3ba","3,175","Lapis at Barrett Ranch,, ,Antelope, CA 95843"
"586,990+","4bd,3ba","2,145","Lapis at Barrett Ranch,, ,Antelope, CA 95843"
"585,990+","3bd,2ba","1,950","Lapis at Barrett Ranch,, ,Antelope, CA 95843"
"205,000",,3125 Academy Way,"3125 Academy Way,, ,Sacramento, CA 95815"
"399,000","5bd,3ba","1,626","3704 21st Ave,, ,Sacramento, CA 95820"
"520,000","6bd,3ba","1,848","6115 37th St,, ,Sacramento, CA 95824"
"1,695,000","5bd,4ba","3,056 (on 1 acre)","3630 Winding Creek Rd,, ,Sacramento, CA 95864"
"449,888","4bd,2ba","1,590","8419 Turbo Ct,, ,Sacramento, CA 95828"
"539,000","3bd,2ba","1,650","5549 Dorset Way,, ,Sacramento, CA 95822"
"950,000","4bd,3ba","2,038","5010 Jennings Way,, ,Sacramento, CA 95819"
"545,000","5bd,3ba","2,136","8400 Palmerson Dr,, ,Antelope, CA 95843"
"464,900","2bd,1ba","1,030","3417 V St,, ,Sacramento, CA 95817"
"335,000",3bd,"1,350","1740 North Ave,, ,Sacramento, CA 95838"
"394,900","2bd,3ba","1,065","2532 Prosper Rd,, ,Sacramento, CA 95834"
"420,000",2bd,"1,995","7401 Salford St,, ,Sacramento, CA 95822"
"325,000",4bd,"2,365","2016 10th St,, ,Sacramento, CA 95818"
"838,000","4bd,2ba","2,400","915 30th St,, ,Sacramento, CA 95816"
"488,800","3bd,3ba","2,067","2536 47th Ave,, ,Sacramento, CA 95822"
"580,000","4bd,3ba","2,141","8517 Sutter Creek Way,, ,Antelope, CA 95843"
"297,188","3bd,1ba","1,032","136 Redondo Ave,, ,Sacramento, CA 95815"
"649,000",2bd,"1,746","2000 61st St,, ,Sacramento, CA 95817"
"469,000","3bd,1ba",900,"5681 13th Ave,, ,Sacramento, CA 95820"
"555,000","2bd,3ba","1,464","2537 Villa Terrace Ln,, ,Sacramento, CA 95825"
"499,000","4bd,3ba","1,871","5479 Nickman Way,, ,Sacramento, CA 95835"
"495,000",3bd,"1,956","1814 Iris Ave,, ,Sacramento, CA 95815"
"33,988,500",,3871 Del Paso Rd,"3871 Del Paso Rd,, ,Sacramento, CA 95834"
"98,000",,Citrus Ave,"Citrus Ave,, ,Sacramento, CA 95823"
"2,999,000",,1 Poker Ln,"1 Poker Ln,, ,Antelope, CA 95843"
"2,250,000",,7800 Bradshaw Rd,"7800 Bradshaw Rd,, ,Sacramento, CA 95829"
"75,000",2bd,655,"705 Lampasas Ave,, ,Sacramento, CA 95815"
"825,000",3bd,"3,008","3208 2nd Ave,, ,Sacramento, CA 95817"
"439,500","3bd,2ba","2,000","7380 Putnam Way,, ,Sacramento, CA 95822"
"365,000","3bd,2ba","1,075","3607 Binghamton Dr,, ,Sacramento, CA 95834"
"539,000","3bd,3ba","1,898","8275 Holly Jill Way,, ,Sacramento, CA 95823"
"799,888","4bd,3ba","2,066","3400 Riverside Blvd,, ,Sacramento, CA 95818"
"749,950","2bd,2ba","1,383","4308 G St,, ,Sacramento, CA 95819"
"320,000","3bd,1ba","1,087","224 Bonfield Way,, ,Sacramento, CA 95838"
"666,990+","5bd,4ba","2,968","Watersyde at Northlake,, ,Sacramento, CA 95835"
"679,000","3bd,2ba","1,540","3445 Forney Way,, ,Sacramento, CA 95816"
"535,000","3bd,1ba","1,101","3225 58th St,, ,Sacramento, CA 95820"
"500,000","3bd,2ba","1,952","8921 Gold Leaf Way,, ,Sacramento, CA 95826"
"374,000","3bd,1ba","1,193","7465 Candlewood Way,, ,Sacramento, CA 95822"
"515,000","3bd,2ba","1,637","8145 Silverleaf Way,, ,Sacramento, CA 95829"
"535,990+","3bd,3ba","1,945","Shor at Northlake,, ,Sacramento, CA 95835"
"573,990+","4bd,3ba","2,190","Shor at Northlake,, ,Sacramento, CA 95835"
