price,bd&ba,sqft,address
"598,950","3bd,3ba","1,931","7246 Harbor Light Way,, ,Sacramento, CA 95831"
"375,000","3bd,1ba","1,086","5149 Cabot Cir,, ,Sacramento, CA 95820"
"80,000","2bd,2ba",960,"6025 Dias Ave #74,, ,Sacramento, CA 95824"
"399,000","2bd,2ba","1,528","2830 32nd Ave,, ,Sacramento, CA 95824"
"715,000","2bd,3ba","1,675","3005 U St,, ,Sacramento, CA 95817"
"715,000","2bd,3ba","1,675","3003 U St,, ,Sacramento, CA 95817"
"745,000","3bd,3ba","1,675","2031 U St,, ,Sacramento, CA 95818"
"69,000","2bd,2ba","1,440","5040 Jackson St #22,, ,North Highlands, CA 95660"
"1,156,641","4bd,3ba","2,202","5211 F St,, ,Sacramento, CA 95819"
"799,000",2bd,"1,026 (on 10 acres)","9206 Gerber Rd,, ,Sacramento, CA 95829"
"799,999","3bd,2ba","2,279","2705 P St,, ,Sacramento, CA 95816"
"2,295,000","5bd,5ba","5,212 (on 0.25 acres)","3380 Sierra Oaks Dr,, ,Sacramento, CA 95864"
"249,000","2bd,1ba",956,"101 Del Verde Cir #2,, ,Sacramento, CA 95833"
"94,900","2bd,2ba","1,100","6219 Lurline Ave #113,, ,Sacramento, CA 95841"
"150,000",,1230 Ciric Way,"1230 Ciric Way,, ,Sacramento, CA 95833"
"1,200,000","3bd,3ba","2,755 (on 13 acres)","8675 River Rd,, ,Sacramento, CA 95832"
"435,000","4bd,2ba","1,363","7704 Mimosa Way,, ,Sacramento, CA 95828"
"9,220,000",,Metro Air Pkwy,"Metro Air Pkwy,, ,Sacramento, CA 95837"
"250,000",,3241 West St,"3241 West St,, ,Sacramento, CA 95817"
"339,000","3bd,2ba","1,008","4116 Wheatley Cir,, ,Sacramento, CA 95838"
"1,150,000",4bd,"2,503","2816 F St,, ,Sacramento, CA 95816"
"549,900","5bd,3ba","1,953","6131 Jacinto Ave,, ,Sacramento, CA 95823"
"389,888","3bd,2ba","1,129","6528 Larry Way,, ,North Highlands, CA 95660"
"1,650,000","5bd,4ba","4,205 (on 0.50 acres)","497 Crocker Rd,, ,Sacramento, CA 95864"
"625,000",6bd,"2,233","3920 Plainsfield Way,, ,Sacramento, CA 95821"
"125,000","3bd,2ba","1,400","122 Village Cir,, ,Sacramento, CA 95838"
"701,990+","4bd,3ba","2,869","Crestvue at Northlake,, ,Sacramento, CA 95835"
"592,990+","4bd,3ba","2,469","Watersyde at Northlake,, ,Sacramento, CA 95835"
"586,990+","4bd,3ba","2,307","Watersyde at Northlake,, ,Sacramento, CA 95835"
"762,990+","4bd,4ba","3,312","Drifton at Northlake,, ,Sacramento, CA 95835"
"571,990+","3bd,3ba","2,114","Lakelet at Northlake,, ,Sacramento, CA 95835"
"524,990+","3bd,3ba","1,774","Shor at Northlake,, ,Sacramento, CA 95835"
"777,990+","5bd,4ba","3,391","Atla at Northlake,, ,Sacramento, CA 95835"
"370,000","2bd,2ba","1,500","6201 Orange Ave,, ,Sacramento, CA 95823"
"55,999","2bd,1ba",780,"10035 Mills Station Rd #16,, ,Sacramento, CA 95827"
"440,000",Studio,"2,057","8505 German Dr,, ,Sacramento, CA 95828"
"875,000","4bd,3ba","2,715","1216 27th St,, ,Sacramento, CA 95816"
"74,900","3bd,2ba","1,368","5040 Jackson St #110,, ,North Highlands, CA 95660"
"418,000","2bd,1ba",984,"4180 73rd St,, ,Sacramento, CA 95820"
"685,000","4bd,3ba","2,444","5504 Lackland Way,, ,Sacramento, CA 95835"
"799,000",4bd,"3,240","1141 Grand Ave,, ,Sacramento, CA 95838"
"1,990,000","3bd,4ba","3,507 (on 1 acre)","1821 Rockwood Dr,, ,Sacramento, CA 95864"
"349,900","3bd,2ba","1,206","3614 Cypress St,, ,Sacramento, CA 95838"
"637,990+","5bd,3ba","2,620","Wavmor at Northlake,, ,Sacramento, CA 95835"
"631,990+","4bd,3ba","2,268","Crestvue at Northlake,, ,Sacramento, CA 95835"
"796,990+","5bd,5ba","3,647","Atla at Northlake,, ,Sacramento, CA 95835"
"215,000","1bd,1ba",344,"2241 Morell St,, ,Sacramento, CA 95833"
"335,000","3bd,2ba","1,505","46 Sun Shower Pl,, ,Sacramento, CA 95823"
"1,275,000","4bd,3ba","2,350","1445 Garden Hwy,, ,Sacramento, CA 95833"
"1,275,000","4bd,3ba","2,350","1433 Garden Hwy,, ,Sacramento, CA 95833"
"1,290,000","3bd,3ba","2,226","1441 Garden Hwy,, ,Sacramento, CA 95833"
"465,000","3bd,2ba","1,358","6504 75th St,, ,Sacramento, CA 95828"
"499,000",Studio,841,"5140 42nd St,, ,Sacramento, CA 95820"
"249,000","3bd,2ba","1,278","Address Not Disclosed,, ,Sacramento, CA 95820"
"388,000",,1 (on 1 acre),"7309 Power Inn Rd,, ,Sacramento, CA 95828"
"419,000","3bd,2ba","1,363","7724 Mimosa Way,, ,Sacramento, CA 95828"
"419,000","3bd,2ba","1,363","7720 Mimosa Way,, ,Sacramento, CA 95828"
"455,000","4bd,3ba","1,582","7412 Mimosa Way,, ,Sacramento, CA 95828"
"419,000","3bd,2ba","1,363","7508 Mimosa Way,, ,Sacramento, CA 95828"
"435,000","4bd,2ba","1,477","7700 Mimosa Way,, ,Sacramento, CA 95828"
"899,900","6bd,4ba","2,819 (on 4 acres)","8611 Carlisle Ave,, ,Sacramento, CA 95828"
"649,444","4bd,2ba","2,490","3524 Valwood Ct,, ,Sacramento, CA 95821"
"384,000","4bd,2ba","1,261","7544 Candlewood Way,, ,Sacramento, CA 95822"
"829,000","5bd,3ba","2,930","170 Dnieper River Way,, ,Sacramento, CA 95834"
"370,000",,1049 E Landing Way,"1049 E Landing Way,, ,Sacramento, CA 95831"
"317,400","2bd,2ba","1,173","5613 Zoram Ct,, ,Sacramento, CA 95841"
"707,000","3bd,3ba","2,890","10005 Geode Ct,, ,Sacramento, CA 95829"
"621,990+","4bd,4ba","2,362","Lakelet at Northlake,, ,Sacramento, CA 95835"
"575,990+","3bd,3ba","2,134","Wavmor at Northlake,, ,Sacramento, CA 95835"
"554,990+","4bd,3ba","2,018","Shor at Northlake,, ,Sacramento, CA 95835"
"673,990+","4bd,3ba","2,679","Crestvue at Northlake,, ,Sacramento, CA 95835"
"698,990+","4bd,3ba","2,632","Atla at Northlake,, ,Sacramento, CA 95835"
"637,990+","5bd,3ba","2,620","Wavmor at Northlake,, ,Sacramento, CA 95835"
"704,990+","5bd,3ba","3,104","Drifton at Northlake,, ,Sacramento, CA 95835"
"225,000","2bd,1ba",840,"4716 Greenholme Dr #2,, ,Sacramento, CA 95842"
"149,900",,1403 Rene Ave,"1403 Rene Ave,, ,Sacramento, CA 95838"
"375,000",,7635 Bridgeview Dr,"7635 Bridgeview Dr,, ,Sacramento, CA 95831"
"50,000","2bd,2ba","1,200","5040 Jackson St #9,, ,North Highlands, CA 95660"
"269,000","1bd,1ba",718,"6241 Riverside Blvd #203,, ,Sacramento, CA 95831"
"419,900","3bd,2ba","1,330","7936 Richion Dr,, ,Sacramento, CA 95823"
"704,990+","5bd,3ba","3,104","Drifton at Northlake,, ,Sacramento, CA 95835"
"600,990+","4bd,3ba","2,394","Wavmor at Northlake,, ,Sacramento, CA 95835"
"592,990+","4bd,3ba","2,469","Watersyde at Northlake,, ,Sacramento, CA 95835"
"788,990+","5bd,4ba","3,425","Drifton at Northlake,, ,Sacramento, CA 95835"
"664,990+","4bd,3ba","2,727","Bleau at Northlake,, ,Sacramento, CA 95835"
"586,990+","4bd,3ba","2,307","Watersyde at Northlake,, ,Sacramento, CA 95835"
"489,000",2bd,"1,981","5516 Towhee Way,, ,Sacramento, CA 95842"
"1,039,000","3bd,3ba","2,224","3339 McKinley Village Way,, ,Sacramento, CA 95816"
"1,030,000","4bd,4ba","2,468 (on 0.50 acres)","900 Watt Ave,, ,Sacramento, CA 95864"
"289,000","4bd,3ba","1,685","7504 Williwaw Ln,, ,Sacramento, CA 95828"
"365,000","3bd,1ba","1,273","4204 43rd Ave,, ,Sacramento, CA 95824"
"1,587,770","2bd,3ba","1,503","500 J St #1505,, ,Sacramento, CA 95814"
"1,335,000",2bd,"4,732","2126 I St,, ,Sacramento, CA 95816"
"359,900","3bd,2ba","1,075","7045 Farmington Way,, ,Sacramento, CA 95828"
"419,000","3bd,2ba","1,363","7716 Mimosa Way,, ,Sacramento, CA 95828"
"430,000",3bd,"2,196 (on 1 acre)","4590 Perry Ave,, ,Sacramento, CA 95820"
"1,200,000",2bd,2524 J St,"2524 J St,, ,Sacramento, CA 95816"
"475,000",,Montgomery Way,"Montgomery Way,, ,Sacramento, CA 95818"
"130,000",,2590 American Ave,"2590 American Ave,, ,Sacramento, CA 95833"
"1,695,000","2bd,2ba","2,092","1818 L St #812,, ,Sacramento, CA 95811"
"900,000",Studio,"1,900 (on 0.25 acres)","8921 Canberra Dr,, ,Sacramento, CA 95826"
"129,999",3bd,864,"3701 16th Ave,, ,Sacramento, CA 95820"
"450,000",2bd,"1,598","4100 15th Ave,, ,Sacramento, CA 95820"
"399,000","3bd,1ba","1,210","3001 62nd St,, ,Sacramento, CA 95820"
"327,000","3bd,1ba",888,"2780 Wood Violet Way,, ,Sacramento, CA 95822"
"439,900","3bd,2ba","1,632","2310 Tamarack Way,, ,Sacramento, CA 95821"
"660,990+","4bd,4ba","2,786","Wavmor at Northlake,, ,Sacramento, CA 95835"
"109,900",,6307 Requa Way,"6307 Requa Way,, ,Sacramento, CA 95823"
"629,900","4bd,3ba","2,447","4963 Crest Dr,, ,Sacramento, CA 95835"
"499,900","3bd,3ba","1,681","560 Candela Cir,, ,Sacramento, CA 95835"
"535,000","4bd,3ba","1,992","8414 Cassatt Way,, ,Sacramento, CA 95828"
"625,000",3bd,"2,551","5609 Odea Dr,, ,Sacramento, CA 95824"
"69,500","2bd,1ba",800,"6317 Bonanza Dr #110,, ,Sacramento, CA 95842"
"498,000","4bd,2ba","1,811","3980 Sierra Vista Ave,, ,Sacramento, CA 95820"
"184,900","2bd,1ba",933,"5738 Hillsdale Blvd,, ,Sacramento, CA 95842"
"894,900",,3800 Robertson Ave,"3800 Robertson Ave,, ,Sacramento, CA 95821"
"1,699,000",6bd,"4,735","512 10th St,, ,Sacramento, CA 95814"
"122,000","3bd,2ba","1,002","8213 Tiki Ln,, ,Sacramento, CA 95828"
"595,888","3bd,3ba","2,400","8263 Bedford Cove Way,, ,Sacramento, CA 95828"
"571,990+","3bd,3ba","2,114","Lakelet at Northlake,, ,Sacramento, CA 95835"
"762,990+","4bd,4ba","3,312","Drifton at Northlake,, ,Sacramento, CA 95835"
"643,990+","5bd,4ba","2,804","Watersyde at Northlake,, ,Sacramento, CA 95835"
"701,990+","4bd,3ba","2,869","Crestvue at Northlake,, ,Sacramento, CA 95835"
"621,990+","4bd,4ba","2,362","Lakelet at Northlake,, ,Sacramento, CA 95835"
"822,990+","5bd,5ba","3,940","Atla at Northlake,, ,Sacramento, CA 95835"
"1,095,000","3bd,2ba","1,720 (on 0.50 acres)","800 Larch Ln,, ,Sacramento, CA 95864"
"400,000","3bd,2ba","1,184","7884 Richion Dr,, ,Sacramento, CA 95823"
"400,000","3bd,2ba","1,184","7892 Richion Dr,, ,Sacramento, CA 95823"
"400,000","4bd,2ba","1,362","135 Danville Way,, ,Sacramento, CA 95838"
"550,000","2bd,1ba",666 (on 0.25 acres),"350 Bannon St,, ,Sacramento, CA 95811"
"429,000","Studio,2ba","1,488","2223 Marconi Ave,, ,Sacramento, CA 95821"
"3,999,995",18bd,2512 28th Ave,"2512 28th Ave,, ,Sacramento, CA 95822"
"2,950,000",,49 Florin Rd,"49 Florin Rd,, ,Sacramento, CA 95829"
"699,000","3bd,2ba","1,221 (on 3 acres)","8099 E Stockton Blvd,, ,Sacramento, CA 95823"
"859,000","3bd,1ba",960 (on 1.75 acres),"8095 E Stockton Blvd,, ,Sacramento, CA 95823"
"279,000",,2565 Howe Ave,"2565 Howe Ave,, ,Sacramento, CA 95821"
"75,000",,1,"2768 Oakmont St,, ,Sacramento, CA 95815"
"475,000","3bd,3ba","1,991","165 Grace Ave,, ,Sacramento, CA 95838"
"532,900","2bd,1ba","1,230","1111 Yale St,, ,Sacramento, CA 95818"
"699,000","3bd,1ba","1,340","1940 Markham Way,, ,Sacramento, CA 95818"
"97,900","2bd,2ba","1,248","3950 Mack Rd #130,, ,Sacramento, CA 95823"
"540,000","2bd,1ba","1,028","2215 22nd St,, ,Sacramento, CA 95818"
"411,000","3bd,2ba","1,200","5244 Fernwood Way,, ,Sacramento, CA 95841"
"215,000","2bd,1ba",840,"4536 Greenholme Dr #2,, ,Sacramento, CA 95842"
"449,000","2bd,1ba",879,"1200 33rd St,, ,Sacramento, CA 95816"
"399,990","3bd,2ba","1,532","7333 Hutchins Way,, ,North Highlands, CA 95660"
"132,000","3bd,2ba","1,196","4120 Vicksburg Ln,, ,North Highlands, CA 95660"
"399,900","3bd,1ba","1,093","3253 Ofarrell Dr,, ,Sacramento, CA 95815"
"374,900","4bd,3ba","1,510","1141 Rivara Cir,, ,Sacramento, CA 95864"
"499,888","3bd,2ba","1,441","8074 Squirewood Ct,, ,Sacramento, CA 95828"
"450,000","4bd,3ba","1,916 (on 0.25 acres)","30 Loma Mar Ct,, ,Sacramento, CA 95828"
"825,000","4bd,3ba","2,378","322 Tomato Aly,, ,Sacramento, CA 95818"
"499,900","3bd,1ba","1,108","5424 Harte Way,, ,Sacramento, CA 95822"
"345,000","2bd,2ba","1,302","2505 47th Ave,, ,Sacramento, CA 95822"
"395,000","2bd,1ba",944,"5910 19th Ave,, ,Sacramento, CA 95820"
"415,000","4bd,2ba","1,617","3513 26th Ave,, ,Sacramento, CA 95820"
"375,000","3bd,2ba","1,324","7629 Lytle St,, ,Sacramento, CA 95832"
"666,990+","5bd,4ba","2,968","Watersyde at Northlake,, ,Sacramento, CA 95835"
"747,990+","5bd,5ba","3,178","Crestvue at Northlake,, ,Sacramento, CA 95835"
"1,895,000","4bd,3ba","2,811","2383 5th Ave,, ,Sacramento, CA 95818"
"2,200,000",8bd,"5,232","3503 22nd St,, ,Sacramento, CA 95818"
"499,900","2bd,1ba",933,"1408 63rd St,, ,Sacramento, CA 95819"
"675,000",4bd,"3,612","109 Nedra Ct,, ,Sacramento, CA 95822"
"395,000","3bd,2ba","1,324","15 Keely Ct,, ,Sacramento, CA 95838"
"699,000",,5230 Excelsior Rd,"5230 Excelsior Rd,, ,Sacramento, CA 95827"
"50,000",,540,"2762 Oakmont St,, ,Sacramento, CA 95815"
"1,490,000","5bd,7ba","4,149 (on 0.75 acres)","1020 Wellworth Ln,, ,Sacramento, CA 95864"
"2,149,000",6bd,"3,900","2626 J St,, ,Sacramento, CA 95816"
"1,585,000",2bd,"1,000","1317 H St,, ,Sacramento, CA 95814"
"109,000",,7244 Frasinetti Rd,"7244 Frasinetti Rd,, ,Sacramento, CA 95828"
"399,000",3bd,"1,440 (on 4.50 acres)","6440 34th St,, ,North Highlands, CA 95660"
"799,000",,Watt Ave,"Watt Ave,, ,North Highlands, CA 95660"
"450,000",,34th St,"34th St,, ,North Highlands, CA 95660"
"679,000","3bd,2ba","1,540","3445 Forney Way,, ,Sacramento, CA 95816"
"559,000","3bd,2ba","1,533","6611 14th St,, ,Sacramento, CA 95831"
"631,000","4bd,2ba","1,836 (on 0.25 acres)","6545 Riverside Blvd,, ,Sacramento, CA 95831"
"1,290,888",,Lenhart Rd,"Lenhart Rd,, ,Sacramento, CA 95828"
"379,000","4bd,2ba","1,253","1570 Glidden Ave,, ,Sacramento, CA 95822"
"659,000","4bd,3ba","2,791","1741 Baines Ave,, ,Sacramento, CA 95835"
"430,000","3bd,2ba","1,350","3704 Pullman Dr,, ,Sacramento, CA 95827"
"390,000","4bd,3ba","1,576","4617 Lantana Ave,, ,Sacramento, CA 95824"
"439,995","3bd,2ba","1,588","7421 Widener Way,, ,Sacramento, CA 95842"
"479,000","3bd,2ba","1,500","8134 Kingsbridge Dr,, ,Sacramento, CA 95829"
"459,000","3bd,2ba","1,627","3178 Doroteo Way,, ,Sacramento, CA 95833"
"419,000","3bd,2ba","1,460","1412 Youngs Ave,, ,Sacramento, CA 95838"
"680,000","5bd,3ba","3,753","8825 Sailfish Bay Cir,, ,Sacramento, CA 95828"
"299,000","3bd,2ba","1,122","5844 Peppermill Ct #4,, ,Sacramento, CA 95841"
"425,000","3bd,3ba","1,784","7828 Abramo Walk,, ,Sacramento, CA 95823"
"579,000","4bd,2ba","1,714","7959 Roseview Way,, ,Sacramento, CA 95828"
"300,000","2bd,2ba","1,242","4902 Whisper Ln #6B,, ,Sacramento, CA 95841"
"860,000","5bd,3ba","3,464","8238 Jose Bento Way,, ,Sacramento, CA 95829"
"1,375,000","4bd,5ba","3,823","414 16th St,, ,Sacramento, CA 95814"
"499,000","4bd,2ba","1,689","8170 Padova Ct,, ,Sacramento, CA 95829"
"399,000","3bd,2ba","1,402","9785 Woodhollow Way,, ,Sacramento, CA 95827"
"399,500","3bd,2ba","1,302","2011 Bonavista Way,, ,Sacramento, CA 95832"
"424,900","3bd,2ba","1,340","2306 Loma Vista Dr,, ,Sacramento, CA 95825"
"3,600,000","6bd,5ba","5,521 (on 20 acres)","9005 River Rd,, ,Sacramento, CA 95832"
"788,888",,"588,060 (on 13.50 acres)","9375 Calvine Rd,, ,Sacramento, CA 95829"
"399,999","3bd,1ba","1,200","4424 12th Ave,, ,Sacramento, CA 95820"
"336,000","4bd,2ba","1,623","536 Santiago Ave,, ,Sacramento, CA 95815"
"10,000,000","4bd,4ba","2,855","6825 Fleming Ave,, ,Sacramento, CA 95828"
"1,400,000",6bd,"4,213","2545 28th St,, ,Sacramento, CA 95818"
"774,999","5bd,3ba","3,331","3930 Balverne Ct,, ,Antelope, CA 95843"
"1,359,000","4bd,3ba","2,033","733 36th St,, ,Sacramento, CA 95816"
"715,000","4bd,3ba","2,582 (on 0.25 acres)","4205 Fair Oaks Blvd,, ,Sacramento, CA 95864"
"650,000","4bd,3ba","1,930 (on 0.50 acres)","1116 Main Ave,, ,Sacramento, CA 95838"
"539,888","4bd,2ba","1,755","8155 Caymus Dr,, ,Sacramento, CA 95829"
"925,000",2bd,"1,784","429 13th St,, ,Sacramento, CA 95814"
"439,700","4bd,2ba","1,590","8310 Daylight Ct,, ,Sacramento, CA 95828"
"125,000","4bd,2ba","1,404","7602 Rincon Villa Ln,, ,Sacramento, CA 95828"
"2,200,000","6bd,6ba","6,435 (on 2.50 acres)","9650 River Rd,, ,Sacramento, CA 95832"
"539,950","6bd,2ba","2,300","2841 Del Paso Blvd,, ,Sacramento, CA 95815"
"630,000","5bd,3ba","2,567","4808 Windsong St,, ,Sacramento, CA 95834"
"347,000","3bd,2ba","1,039","4818 Ortega St,, ,Sacramento, CA 95820"
"1,579,000","5bd,4ba","4,250 (on 0.25 acres)","855 Piccadilly Cir,, ,Sacramento, CA 95864"
"959,000","3bd,3ba","2,031","1470 52nd St,, ,Sacramento, CA 95819"
"785,000",4bd,789 Carro Dr,"789 Carro Dr,, ,Sacramento, CA 95825"
"347,500","3bd,2ba","1,696","421 Curran Ave,, ,Sacramento, CA 95833"
"2,400,000",3bd,"6,186","1317 G St,, ,Sacramento, CA 95814"
"325,000","3bd,2ba","1,410","8157 Judette Ave,, ,Sacramento, CA 95828"
"390,000","3bd,2ba","1,477","6905 Milbrook Way,, ,Sacramento, CA 95823"
"674,000","3bd,2ba","1,261","1029 Yale St,, ,Sacramento, CA 95818"
"950,000","4bd,3ba","2,072","2721 D St,, ,Sacramento, CA 95816"
"675,000","3bd,3ba","2,317 (on 0.50 acres)","7297 Gardner Ave,, ,Sacramento, CA 95828"
"475,000","3bd,2ba","2,400","3960 Pasadena Ave,, ,Sacramento, CA 95821"
"760,000","3bd,2ba","2,386 (on 0.50 acres)","3201 Mountain View Ave,, ,Sacramento, CA 95821"
"42,000","2bd,1ba",770,"5040 Jackson St #89,, ,North Highlands, CA 95660"
"2,495,000","6bd,8ba","7,600 (on 1 acre)","545 Wilhaggin Dr,, ,Sacramento, CA 95864"
"369,000","3bd,2ba","1,152","7466 Sylvia Way,, ,Sacramento, CA 95822"
"725,000","3bd,3ba","1,630","3341 Forney Way,, ,Sacramento, CA 95816"
"673,000","3bd,2ba","1,438","101 40th St,, ,Sacramento, CA 95819"
"669,990",2bd,"1,538","2817 Marshall Way,, ,Sacramento, CA 95818"
"1,899,999","6bd,4ba","3,419 (on 10 acres)","8171 Excelsior Rd,, ,Sacramento, CA 95829"
"2,800,000","4bd,2ba","1,412 (on 4.25 acres)","7150 Pocket Rd,, ,Sacramento, CA 95831"
"618,278","3bd,3ba","1,900","8220 Virtue Way,, ,Sacramento, CA 95829"
"1,245,000","4bd,3ba","2,316 (on 0.75 acres)","913 Piedmont Dr,, ,Sacramento, CA 95822"
"3,500,000","4bd,4ba","4,700 (on 138.75 acres)","8850 River Rd,, ,Sacramento, CA 95832"
"480,000","4bd,2ba","2,025","4717 36th St,, ,Sacramento, CA 95820"
"1,740,000","2bd,1ba",570 (on 14.75 acres),"9384 Florin Rd,, ,Sacramento, CA 95829"
"2,300,000","4bd,3ba","2,002 (on 5.50 acres)","9230 Florin Rd,, ,Sacramento, CA 95829"
"329,000","4bd,2ba","1,596","3255 Belmont Way,, ,Sacramento, CA 95815"
"248,989",,8040 Augusta Way,"8040 Augusta Way,, ,Sacramento, CA 95828"
"425,000","2bd,1ba","2,149","354 Bannon St,, ,Sacramento, CA 95811"
"2,300,000",,San Juan Rd,"San Juan Rd,, ,Sacramento, CA 95833"
"2,375,000",,10076 Florin Rd,"10076 Florin Rd,, ,Sacramento, CA 95829"
"85,000","2bd,2ba","1,060","7472 Heliotrope Ln,, ,Sacramento, CA 95828"
"639,000",1bd,420 Cleveland Ave,"420 Cleveland Ave,, ,Sacramento, CA 95833"
"100,000",,310 Nimitz St,"310 Nimitz St,, ,Sacramento, CA 95838"
"2,500,000",5bd,"2,457 (on 6.50 acres)","7901 Stevenson Ave,, ,Sacramento, CA 95828"
"250,000",2bd,919,"3255 West St,, ,Sacramento, CA 95817"
"1,750,000","4bd,2ba","2,518 (on 10 acres)","9494 Florin Rd,, ,Sacramento, CA 95829"
"488,000","3bd,3ba","1,873","9234 Glenayle Pl,, ,Elk Grove, CA 95758"
"699,000","4bd,3ba","2,189","9463 Crowell Dr,, ,Elk Grove, CA 95624"
"399,999","4bd,3ba","1,674 (on 0.25 acres)","7330 Eagle Rd,, ,Fair Oaks, CA 95628"
"459,000","3bd,2ba","1,593","1340 Blossom Hill Way,, ,Roseville, CA 95661"
"419,000","3bd,2ba","1,456","9893 Vista Grande Way,, ,Elk Grove, CA 95624"
"549,900","3bd,3ba","1,819 (on 0.25 acres)","7325 Eagle Rd,, ,Fair Oaks, CA 95628"
"550,000","4bd,2ba","1,820 (on 0.25 acres)","8906 Mariposa Ave,, ,Roseville, CA 95661"
"641,900","3bd,2ba","1,567","5104 Cleveland Bay Way,, ,Elk Grove, CA 95757"
"459,900","4bd,2ba","1,473","234 Lion Heart Ct,, ,Rio Linda, CA 95673"
"449,000","3bd,3ba","1,654","12 Coyle Creek Cir,, ,Fair Oaks, CA 95628"
"449,000","3bd,2ba","1,230","7820 Katella Way,, ,Citrus Heights, CA 95621"
"899,000","3bd,3ba","2,172 (on 2 acres)","10290 Sheldon Rd,, ,Elk Grove, CA 95624"
"575,000","4bd,3ba","1,880","5103 Tonya Way,, ,Carmichael, CA 95608"
"319,000","2bd,1ba",823,"200 Placer St,, ,Roseville, CA 95678"
"470,000","3bd,2ba","1,430","1107 William Way,, ,Roseville, CA 95678"
"500,000","3bd,2ba","1,451","8714 Spring House Way,, ,Elk Grove, CA 95624"
"775,000","5bd,3ba","2,847","8872 White Peacock Ct,, ,Elk Grove, CA 95624"
"775,000","4bd,3ba","2,482","1908 Bastona Dr,, ,Elk Grove, CA 95758"
"439,900","3bd,2ba","1,520","2113 Danbury Way,, ,Rancho Cordova, CA 95670"
"569,900","3bd,2ba","1,574","9437 Loire Valley Way,, ,Elk Grove, CA 95624"
"350,000","3bd,2ba","1,269","6112 Oakside Dr,, ,Citrus Heights, CA 95621"
"539,000","3bd,2ba","1,701","5230 Ridgegate Way,, ,Fair Oaks, CA 95628"
"569,000","4bd,3ba","1,896","9428 Windy River Ln,, ,Elk Grove, CA 95758"
"515,000","3bd,2ba","1,599","9839 Amenity Cir,, ,Elk Grove, CA 95624"
"450,000","4bd,2ba","1,531","2273 Cervantes Dr,, ,Rancho Cordova, CA 95670"
"519,900","3bd,2ba","1,430","4900 Boyd Dr,, ,Carmichael, CA 95608"
"369,900","2bd,2ba","1,281","2637 Independence Ave,, ,West Sacramento, CA 95691"
"799,000","4bd,4ba","3,152","9867 Cape Verde Dr,, ,Elk Grove, CA 95757"
"485,000","3bd,2ba","1,262","1909 Yarnell Way,, ,Elk Grove, CA 95758"
"395,000","2bd,1ba",768,"410 Berkeley Ave,, ,Roseville, CA 95678"
